1	1	0.0574883
1	2	0.0486971
1	3	0.0413094
1	4	0.0331898
1	5	0.0256149
2	1	0.0128848
2	2	0.00518654
2	3	-0.00298817
2	4	-0.0114666
2	5	-0.0184795
3	1	0.0234975
3	2	0.0153329
3	3	0.0065399
3	4	-0.000950264
3	5	-0.00869253
4	1	-0.000732494
4	2	-0.00833385
4	3	-0.0151689
4	4	-0.023208
4	5	-0.0310698
5	1	-0.013376
5	2	-0.0219141
5	3	-0.029506
5	4	-0.0383088
5	5	-0.0454751
